,location,total_sqft,bath,price,bhk
5306,Hennur,1255.0,2.0,53.5,2
5307,Hennur,1285.0,2.0,60.0,2
5308,Hennur,1285.0,2.0,60.0,2
5309,Hennur,1100.0,2.0,60.0,2
5310,Hennur,1231.0,2.0,48.0,2
5311,Hennur,1255.0,2.0,58.0,2
5312,Hennur,1040.0,2.0,42.12,2
5313,Hennur,1255.0,2.0,54.5,2
5314,Hennur,1041.0,2.0,40.6,2
5316,Hennur,1255.0,2.0,55.5,2
5318,Hennur,1231.0,2.0,50.0,2
5319,Hennur,2500.0,5.0,125.0,5
5320,Hennur,1160.0,2.0,49.0,2
5321,Hennur,2400.0,3.0,135.0,3
5322,Hennur,1255.0,2.0,53.5,2
5323,Hennur,1255.0,2.0,55.5,2
5324,Hennur,1100.0,2.0,44.55,2
5325,Hennur,1255.0,2.0,57.5,2
5326,Hennur,960.0,2.0,48.0,2
5327,Hennur,1020.0,2.0,48.0,2
5328,Hennur,1255.0,2.0,52.32,2
5329,Hennur,1295.0,2.0,64.0,2
5330,Hennur,1935.0,3.0,102.0,3
5332,Hennur,1345.0,2.0,69.0,3
5333,Hennur,1255.0,2.0,58.0,2
5334,Hennur,1420.0,2.0,62.0,2
5335,Hennur,1155.0,2.0,54.5,2
5336,Hennur,1255.0,2.0,52.32,2
5337,Hennur,1255.0,2.0,52.35,2
5340,Hennur,1255.0,2.0,54.5,2
5341,Hennur,1830.0,2.0,113.0,3
5342,Hennur,1830.5,3.0,84.205,3
5343,Hennur,1255.0,2.0,55.5,2
5344,Hennur,1255.0,2.0,53.57,2
5345,Hennur,1255.0,2.0,56.5,2
5346,Hennur,1050.0,2.0,42.73,2
5347,Hennur,1295.0,2.0,62.0,2
5348,Hennur Road,2089.0,3.0,140.0,3
5349,Hennur Road,3203.5,2.0,224.5,4
5350,Hennur Road,5000.0,8.0,250.0,8
5351,Hennur Road,1385.0,2.0,83.09,2
5352,Hennur Road,1317.5,2.0,63.77,2
5354,Hennur Road,2264.0,3.0,159.0,3
5355,Hennur Road,1157.0,2.0,84.0,2
5356,Hennur Road,1904.0,3.0,120.0,3
5357,Hennur Road,1891.0,3.0,109.0,3
5358,Hennur Road,1561.0,3.0,95.0,3
5360,Hennur Road,2060.0,3.0,149.0,3
5361,Hennur Road,1482.0,2.0,92.0,3
5362,Hennur Road,1232.0,2.0,89.0,2
5363,Hennur Road,1065.0,2.0,42.6,2
5365,Hennur Road,1482.0,2.0,87.0,3
5366,Hennur Road,1891.0,3.0,139.0,3
5367,Hennur Road,1703.0,3.0,101.0,3
5368,Hennur Road,1232.0,2.0,69.61,2
5369,Hennur Road,987.0,2.0,49.0,2
5371,Hennur Road,2160.0,3.0,160.0,3
5373,Hennur Road,1680.0,3.0,99.27,3
5374,Hennur Road,1065.0,2.0,42.6,2
5375,Hennur Road,1385.0,2.0,83.09,2
5377,Hennur Road,2350.0,3.0,174.0,3
5378,Hennur Road,1586.0,3.0,93.94,3
5379,Hennur Road,1975.0,3.0,123.0,3
5381,Hennur Road,1290.0,2.0,94.5,3
5382,Hennur Road,901.0,2.0,49.5,2
5383,Hennur Road,1445.0,3.0,86.56,3
5384,Hennur Road,1482.0,2.0,97.0,3
5385,Hennur Road,1182.0,2.0,82.5,2
5387,Hennur Road,1036.0,2.0,59.46,2
5388,Hennur Road,1891.0,3.0,109.0,3
5389,Hennur Road,1232.0,2.0,69.61,2
5391,Hennur Road,2320.0,3.0,170.0,3
5392,Hennur Road,1936.0,3.0,118.0,3
5393,Hennur Road,1480.0,2.0,65.0,2
5394,Hennur Road,1590.0,3.0,96.5,3
5395,Hennur Road,1445.0,2.0,105.0,3
5396,Hennur Road,1036.0,2.0,59.45,2
5397,Hennur Road,1832.0,3.0,125.0,3
5398,Hennur Road,1359.0,2.0,104.0,2
5399,Hennur Road,1341.0,2.0,75.76,2
5400,Hennur Road,1040.0,2.0,50.0,2
5402,Hennur Road,1414.0,2.0,84.18,2
5403,Hennur Road,1949.0,3.0,133.0,3
5404,Hennur Road,1232.0,2.0,89.0,2
5405,Hennur Road,1250.0,2.0,77.88,3
5406,Hennur Road,2502.0,4.0,180.0,4
5407,Hennur Road,1831.0,3.0,110.0,3
5408,Hennur Road,1232.0,2.0,87.0,2
5409,Hennur Road,1232.0,2.0,74.0,2
5410,Hennur Road,1232.0,2.0,66.0,2
5411,Hennur Road,1341.0,2.0,95.0,2
5413,Hennur Road,1232.0,2.0,88.0,2
5414,Hennur Road,2365.0,4.0,175.0,3
5415,Hennur Road,1310.0,2.0,66.0,2
5417,Hennur Road,1015.0,2.0,50.0,2
5419,Hennur Road,2264.0,3.0,168.0,3
5420,Hennur Road,2002.0,3.0,120.0,3
5421,Hennur Road,1232.0,2.0,69.6,2
5422,Hennur Road,1195.0,2.0,73.0,2
5423,Hennur Road,1020.0,2.0,47.0,2
5424,Hennur Road,5100.0,6.0,375.0,5
5425,Hennur Road,1061.0,2.0,54.92,2
5427,Hennur Road,1020.0,2.0,45.0,2
5428,Hennur Road,2041.0,3.0,128.0,3
5429,Hennur Road,1232.0,2.0,87.0,2
5430,Hennur Road,1066.0,2.0,52.23,2
5431,Hennur Road,973.0,2.0,56.0,2
5432,Hennur Road,1255.0,2.0,84.0,2
5433,Hennur Road,1232.0,2.0,83.0,2
5434,Hennur Road,1832.0,3.0,116.0,3
5435,Hennur Road,2050.0,3.0,120.0,3
5436,Hennur Road,1445.0,2.0,86.69,3
5437,Hennur Road,1445.0,2.0,83.0,3
5440,Hennur Road,1654.0,3.0,97.8,3
5441,Hennur Road,1480.0,3.0,100.0,3
5442,Hennur Road,1450.0,3.0,88.6,3
5443,Hennur Road,1155.0,2.0,69.18,2
5444,Hennur Road,1053.0,2.0,53.0,2
5445,Hennur Road,1195.0,2.0,59.0,2
5446,Hennur Road,1904.0,3.0,129.0,3
5447,Hennur Road,1981.0,3.0,134.0,3
5448,Hennur Road,1155.0,2.0,69.18,2
5450,Hennur Road,1590.0,3.0,105.0,3
5451,Hennur Road,2041.0,3.0,138.0,3
5452,Hennur Road,1100.0,2.0,78.0,3
5453,Hennur Road,1880.0,4.0,154.0,4
5454,Hennur Road,1232.0,2.0,69.61,2
5455,Hennur Road,1748.0,3.0,103.0,3
5456,Hennur Road,1460.0,2.0,80.3,2
5458,Hennur Road,1933.0,3.0,140.0,3
5459,Hennur Road,1030.0,2.0,46.5,2
5460,Hennur Road,1232.0,2.0,69.61,2
5462,Hennur Road,1445.0,2.0,89.56,3
5463,Hennur Road,973.0,2.0,50.74,2
5465,Hennur Road,1305.0,2.0,77.0,3
5467,Hennur Road,1165.0,2.0,67.0,2
5468,Hennur Road,980.0,2.0,51.0,2
5469,Hennur Road,1232.0,2.0,80.0,2
5470,Hennur Road,1085.0,2.0,43.4,2
5471,Hennur Road,950.0,2.0,55.0,2
5472,Hennur Road,1140.0,2.0,56.0,2
5473,Hennur Road,1891.0,3.0,110.0,3
5476,Hennur Road,1165.0,2.0,52.0,2
5477,Hennur Road,1450.0,2.0,80.0,2
5478,Hennur Road,1155.0,2.0,69.18,2
5479,Hennur Road,1936.0,3.0,131.0,3
5480,Hoodi,985.0,2.0,67.0,2
5483,Hoodi,1425.0,2.0,80.0,2
5484,Hoodi,1420.0,2.0,75.0,2
5485,Hoodi,1639.0,3.0,110.0,3
5487,Hoodi,1639.0,3.0,98.32,3
5491,Hoodi,1026.0,2.0,60.87,2
5492,Hoodi,1050.0,2.0,50.0,2
5493,Hoodi,1400.0,2.0,78.0,2
5494,Hoodi,2400.0,5.0,160.0,5
5495,Hoodi,1196.0,2.0,71.74,2
5497,Hoodi,1500.0,2.0,84.0,2
5498,Hoodi,1055.0,2.0,57.63,2
5499,Hoodi,1925.0,2.0,114.0,3
5500,Hoodi,1400.0,2.0,82.0,2
5502,Hoodi,706.0,1.0,48.24,1
5503,Hoodi,1257.0,2.0,69.0,2
5504,Hoodi,1132.0,2.0,67.9,2
5505,Hoodi,1925.0,3.0,110.0,3
5507,Hoodi,1257.0,2.0,71.03,2
5508,Hoodi,1305.0,2.0,75.0,2
5510,Hoodi,1240.0,2.0,65.0,2
5512,Hoodi,1108.0,2.0,74.23,2
5513,Hoodi,1257.0,2.0,68.5,2
5514,Hoodi,1000.0,2.0,48.0,2
5515,Hoodi,1063.0,2.0,61.17,2
5516,Hoodi,1259.0,2.0,69.45,2
5517,Hoodi,711.0,1.0,42.65,1
5519,Hoodi,863.0,1.0,40.55,1
5520,Hoodi,1715.0,2.0,100.0,3
5522,Hoodi,1447.0,3.0,76.0,2
5523,Hoodi,2144.0,3.0,140.0,3
5524,Hoodi,1108.0,2.0,66.46,2
5526,Hoodi,1837.0,3.0,110.0,3
5527,Hoodi,3385.0,4.0,220.0,4
5529,Hoodi,1181.0,2.0,55.0,2
5530,Hoodi,1490.0,3.0,85.0,3
5531,Hoodi,1258.5,2.0,59.135,2
5532,Horamavu Agara,1200.0,2.0,45.0,2
5533,Horamavu Agara,1560.0,3.0,75.0,3
5534,Horamavu Agara,755.0,2.0,37.49,2
5535,Horamavu Agara,982.0,2.0,47.65,2
5536,Horamavu Agara,1650.0,2.0,75.0,3
5537,Horamavu Agara,950.0,2.0,39.0,2
5538,Horamavu Agara,1756.0,3.0,92.0,3
5539,Horamavu Agara,1106.0,2.0,43.09,2
5540,Horamavu Agara,1079.0,2.0,41.0,2
5541,Horamavu Agara,1265.0,2.0,65.0,3
5542,Horamavu Agara,1060.0,2.0,37.0,2
5543,Horamavu Agara,1107.83,2.0,41.51,2
5544,Horamavu Agara,980.0,2.0,38.19,2
5545,Horamavu Agara,1250.0,3.0,65.0,3
5546,Horamavu Agara,1145.0,2.0,41.21,2
5547,Horamavu Agara,2400.0,3.0,80.0,5
5548,Horamavu Agara,1000.0,2.0,46.0,2
5549,Horamavu Agara,760.0,2.0,37.49,2
5550,Horamavu Agara,1150.0,2.0,42.0,2
5552,Horamavu Agara,750.0,2.0,37.49,2
5553,Horamavu Agara,625.0,1.0,27.0,1
5554,Horamavu Agara,1080.0,2.0,38.0,2
5555,Horamavu Agara,994.0,2.0,42.28,2
5556,Horamavu Agara,1107.83,2.0,41.51,2
5558,Horamavu Agara,1090.0,2.0,46.0,2
5559,Horamavu Agara,1400.0,3.0,63.0,3
5560,Horamavu Agara,1557.0,3.0,70.0,3
5561,Horamavu Agara,1058.0,2.0,47.0,2
5564,Horamavu Banaswadi,1460.0,2.0,80.5,2
5565,Horamavu Banaswadi,1156.0,2.0,46.0,2
5566,Horamavu Banaswadi,1180.0,2.0,58.0,2
5567,Horamavu Banaswadi,1307.0,2.0,51.6,2
5568,Horamavu Banaswadi,3800.0,8.0,200.0,6
5569,Horamavu Banaswadi,1357.0,2.0,54.0,2
5570,Horamavu Banaswadi,925.0,2.0,38.0,2
5571,Horamavu Banaswadi,1272.0,2.0,48.0,2
5572,Horamavu Banaswadi,1225.0,2.0,49.5,2
5573,Horamavu Banaswadi,1272.0,2.0,51.5,2
5574,Horamavu Banaswadi,1272.0,2.0,51.5,2
5575,Horamavu Banaswadi,1156.0,2.0,46.9,2
5576,Horamavu Banaswadi,1200.0,2.0,45.0,2
5577,Horamavu Banaswadi,1254.0,2.0,47.0,2
5578,Horamavu Banaswadi,1610.0,3.0,68.0,3
5579,Horamavu Banaswadi,1210.0,2.0,50.0,2
5580,Horamavu Banaswadi,1357.0,2.0,54.0,2
5581,Horamavu Banaswadi,1272.0,2.0,50.0,2
5582,Horamavu Banaswadi,1200.0,2.0,45.0,2
5583,Horamavu Banaswadi,1025.0,2.0,45.0,2
5584,Horamavu Banaswadi,1081.0,2.0,52.0,2
5585,Horamavu Banaswadi,1000.0,2.0,50.0,2
5586,Hormavu,1500.0,2.0,78.0,2
5587,Hormavu,1150.0,2.0,55.0,2
5589,Hormavu,1180.0,2.0,50.0,2
5590,Hormavu,1200.0,2.0,67.0,2
5591,Hormavu,1200.0,3.0,70.0,2
5592,Hormavu,1175.0,2.0,52.0,2
5593,Hormavu,1351.0,2.0,53.0,1
5594,Hormavu,1141.0,2.0,44.4,2
5595,Hormavu,1130.0,2.0,42.3,2
5597,Hormavu,1725.0,3.0,85.0,3
5598,Hormavu,1153.0,2.0,65.0,2
5599,Hormavu,1150.0,2.0,53.11,2
5600,Hormavu,1123.0,2.0,56.0,2
5601,Hormavu,1385.0,2.0,69.0,3
5603,Hormavu,1030.0,2.0,49.35,2
5604,Hormavu,1018.0,2.0,50.8,2
5605,Hormavu,1555.0,3.0,75.0,3
5606,Hormavu,1143.0,2.0,53.0,2
5607,Hormavu,1100.0,2.0,38.0,2
5608,Hormavu,1000.0,2.0,50.0,2
5609,Hormavu,1200.0,2.0,68.0,2
5611,Hormavu,1200.0,2.0,68.0,2
5612,Hormavu,765.0,2.0,37.49,2
5614,Hormavu,1081.5,2.0,38.665,2
5615,Hormavu,1250.0,2.0,60.0,2
5616,Hormavu,965.0,2.0,37.15,2
5617,Hormavu,583.0,1.0,28.275,1
5618,Hormavu,1129.0,2.0,44.0,2
5619,Hormavu,1385.0,2.0,69.25,3
5620,Hormavu,1165.0,2.0,40.0,2
5621,Hormavu,1065.0,2.0,50.92,2
5622,Hormavu,1046.0,2.0,60.0,2
5623,Hormavu,1400.0,2.0,75.0,2
5624,Hormavu,1365.0,2.0,65.0,3
5625,Hormavu,1196.0,2.0,44.8,2
5626,Hormavu,1263.0,2.0,47.36,2
5627,Hormavu,1015.0,2.0,39.08,2
5629,Hormavu,1200.0,2.0,73.0,2
5630,Hormavu,1250.0,2.0,65.0,2
5632,Hormavu,1075.0,2.0,53.7,2
5633,Hormavu,980.0,2.0,42.0,2
5634,Hormavu,1075.0,2.0,53.7,2
5635,Hormavu,2282.0,4.0,115.0,4
5636,Hormavu,1206.0,2.0,55.0,2
5637,Hormavu,1310.0,2.0,67.0,2
5638,Hormavu,1310.0,2.0,60.0,2
5639,Hormavu,1020.0,2.0,45.75,2
5640,Hormavu,1210.0,2.0,69.0,2
5641,Hosa Road,1652.0,3.0,85.0,3
5643,Hosa Road,1161.0,2.0,55.15,2
5645,Hosa Road,1161.0,2.0,55.15,2
5646,Hosa Road,1365.0,2.0,92.0,2
5647,Hosa Road,1243.0,2.0,48.5,2
5649,Hosa Road,1332.0,2.0,86.12,3
5650,Hosa Road,615.0,1.0,28.29,1
5651,Hosa Road,1318.0,2.0,85.28,3
5652,Hosa Road,1133.0,2.0,52.0,2
5653,Hosa Road,1016.0,2.0,40.0,2
5654,Hosa Road,972.0,2.0,40.0,2
5655,Hosa Road,1161.0,2.0,55.15,2
5656,Hosa Road,1532.0,3.0,98.13,3
5657,Hosa Road,1680.0,3.0,101.0,3
5658,Hosa Road,880.0,2.0,50.0,2
5659,Hosa Road,1533.0,3.0,98.18,3
5660,Hosa Road,1040.0,2.0,68.59,2
5661,Hosa Road,1040.0,2.0,61.0,2
5663,Hosa Road,1245.0,2.0,62.0,2
5664,Hosa Road,1311.0,2.0,84.86,3
5665,Hosa Road,800.0,1.0,39.99,1
5667,Hosa Road,1364.0,2.0,64.79,2
5668,Hosa Road,1016.0,2.0,45.0,2
5670,Hosa Road,1360.0,2.0,77.61,2
5671,Hosa Road,1170.0,2.0,65.0,2
5672,Hosa Road,1161.0,2.0,55.15,2
5673,Hosa Road,1470.0,2.0,84.22,3
5675,Hosa Road,1161.0,2.0,48.75,2
5677,Hosa Road,1016.0,2.0,39.95,2
5678,Hosakerehalli,2378.0,3.0,262.0,3
5679,Hosakerehalli,2376.0,3.0,203.0,3
5680,Hosakerehalli,3205.0,5.0,380.0,4
5682,Hosakerehalli,3024.0,5.0,350.0,4
5683,Hosakerehalli,2400.0,5.0,250.0,5
5684,Hosakerehalli,1817.0,4.0,153.0,3
5685,Hosakerehalli,1304.0,2.0,100.0,2
5686,Hosakerehalli,2480.0,3.0,245.0,3
5687,Hosakerehalli,925.0,2.0,46.5,2
5688,Hosakerehalli,2480.0,4.0,260.0,3
5689,Hosakerehalli,1596.0,3.0,79.8,3
5690,Hosakerehalli,1200.0,2.0,100.0,3
5691,Hosakerehalli,3205.0,4.0,300.0,4
5692,Hosakerehalli,3033.0,4.0,326.0,4
5693,Hosakerehalli,600.0,2.0,65.0,2
5694,Hosakerehalli,2480.0,4.0,265.0,3
5695,Hosakerehalli,925.0,2.0,46.25,2
5696,Hosakerehalli,2376.0,3.0,240.0,3
5697,Hosakerehalli,1500.0,6.0,145.0,5
5698,Hoskote,1250.0,3.0,50.0,3
5699,Hoskote,1225.0,3.0,40.0,3
5700,Hoskote,1740.0,3.0,60.0,3
5701,Hoskote,1170.0,2.0,45.0,2
5703,Hoskote,1200.0,3.0,57.0,3
5704,Hoskote,1069.0,2.0,38.0,3
5705,Hoskote,1095.0,2.0,33.6,2
5707,Hoskote,1065.0,2.0,31.5,2
5708,Hoskote,1395.0,2.0,63.0,3
5709,Hoskote,1065.0,2.0,28.5,2
5710,Hoskote,945.0,2.0,35.0,2
5711,Hoskote,1003.5,2.0,28.095,2
5712,Hoskote,1065.0,2.0,33.75,2
5713,Hoskote,509.0,1.0,23.0,1
5714,Hosur Road,1656.0,2.0,120.0,2
5715,Hosur Road,1194.0,2.0,69.0,2
5718,Hosur Road,3300.0,5.0,240.0,5
5719,Hosur Road,1510.0,2.0,105.0,3
5720,Hosur Road,1427.0,2.0,80.63,3
5721,Hosur Road,1508.0,2.0,110.0,3
5722,Hosur Road,460.0,1.0,21.0,1
5724,Hosur Road,1179.0,2.0,49.0,2
5725,Hosur Road,950.0,2.0,60.0,2
5726,Hosur Road,1194.0,2.0,71.64,2
5727,Hosur Road,1766.0,3.0,130.0,3
5728,Hosur Road,1689.0,3.0,103.0,3
5729,Hosur Road,3600.0,5.0,180.0,5
5730,Hosur Road,1170.0,2.0,48.0,2
5731,Hosur Road,1250.0,2.0,55.0,2
5732,Hosur Road,1689.0,3.0,103.0,3
5734,Hosur Road,2000.0,4.0,130.0,4
5735,Hosur Road,1250.0,2.0,65.0,2
5736,Hosur Road,1689.0,3.0,103.0,3
5739,Hosur Road,1223.0,2.0,93.0,2
5741,Hosur Road,1919.0,3.0,117.0,3
5742,Hulimavu,1125.0,2.0,50.0,2
5743,Hulimavu,1242.0,2.0,51.0,2
5745,Hulimavu,1823.0,3.0,100.0,3
5746,Hulimavu,1300.0,2.0,36.0,2
5747,Hulimavu,1080.0,2.0,43.2,2
5748,Hulimavu,1100.0,2.0,71.5,2
5750,Hulimavu,688.0,1.0,50.0,1
5751,Hulimavu,1255.0,2.0,73.0,2
5752,Hulimavu,1200.0,4.0,75.0,4
5753,Hulimavu,1058.0,2.0,48.0,2
5754,Hulimavu,1375.0,2.0,80.0,2
5755,Hulimavu,1248.0,2.0,69.0,2
5756,Hulimavu,1818.0,3.0,135.0,3
5757,Hulimavu,1225.0,2.0,55.0,2
5758,Hulimavu,1255.0,2.0,74.0,2
5759,Hulimavu,1175.0,2.0,45.0,2
5760,Hulimavu,1255.0,2.0,69.0,2
5761,Hulimavu,1255.0,2.0,66.0,2
5762,Hulimavu,3035.0,5.0,271.0,3
5763,Hulimavu,3035.0,5.0,220.0,3
5764,Hulimavu,1127.0,2.0,65.0,2
5765,Hulimavu,1200.0,2.0,50.0,2
5767,Hulimavu,1200.0,2.0,75.0,2
5768,Hulimavu,1430.0,2.0,90.0,3
5769,Hulimavu,850.0,1.0,39.5,2
5770,Hulimavu,1000.0,2.0,45.0,2
5773,Hulimavu,3560.0,5.0,318.0,4
5774,Hulimavu,1011.0,2.0,38.0,2
5775,Hulimavu,1276.0,2.0,76.0,2
5776,Hulimavu,1500.0,2.0,90.0,2
5777,Hulimavu,1315.0,2.0,60.48,2
5778,Hulimavu,1021.0,2.0,76.0,2
5779,Hulimavu,581.0,1.0,29.0,1
5780,Hulimavu,935.0,2.0,45.0,2
5781,Hulimavu,1050.0,2.0,125.0,2
5783,Hulimavu,1200.0,4.0,75.0,4
5784,Hulimavu,1260.0,2.0,82.0,3
5785,Hulimavu,450.0,1.0,20.0,1
5786,Hulimavu,1231.0,2.0,84.5,2
5787,Hulimavu,1916.0,2.0,150.0,3
5788,Hulimavu,1115.0,2.0,44.6,2
5789,ISRO Layout,4400.0,6.0,250.0,6
5790,ISRO Layout,1000.0,2.0,60.0,2
5791,ISRO Layout,1180.0,2.0,52.0,2
5792,ISRO Layout,1000.0,2.0,60.0,2
5793,ISRO Layout,1310.0,2.0,68.0,3
5794,ISRO Layout,4200.0,4.0,255.0,4
5795,ISRO Layout,1050.0,2.0,51.0,2
5796,ISRO Layout,1370.0,2.0,87.0,3
5797,ITPL,1200.0,3.0,56.12,3
5798,ITPL,1548.0,3.0,89.5,3
5799,ITPL,1200.0,3.0,68.4,3
5800,ITPL,1200.0,3.0,56.12,3
5801,ITPL,1200.0,3.0,56.12,3
5802,ITPL,1500.0,3.0,61.52,3
5803,ITPL,5667.5,5.0,300.0,4
5804,Iblur Village,3235.0,3.0,235.0,3
5805,Iblur Village,3596.0,5.0,290.0,4
5806,Iblur Village,1920.0,3.0,130.0,3
5807,Iblur Village,1995.0,3.0,135.0,3
5808,Iblur Village,3596.0,5.0,282.0,4
5809,Iblur Village,1918.0,3.0,129.0,3
5811,Iblur Village,2100.0,4.0,145.0,3
5812,Iblur Village,1920.0,3.0,150.0,3
5813,Iblur Village,1920.0,3.0,130.0,3
5814,Iblur Village,1920.0,3.0,150.0,3
5815,Iblur Village,2000.0,4.0,138.0,3
5816,Iblur Village,3596.0,5.0,260.0,4
5817,Iblur Village,3596.0,5.0,279.0,4
5818,Iblur Village,2666.0,4.0,200.0,3
5819,Iblur Village,5384.0,5.0,420.0,5
5820,Iblur Village,3596.0,5.0,297.0,4
5821,Iblur Village,5515.0,6.0,425.0,5
5822,Iblur Village,1920.0,3.0,130.0,3
5823,Iblur Village,3596.0,4.0,268.0,4
5826,Indira Nagar,1200.0,2.0,93.0,2
5827,Indira Nagar,1128.0,2.0,105.0,2
5828,Indira Nagar,2800.0,3.0,330.0,3
5829,Indira Nagar,1650.0,3.0,200.0,3
5831,Indira Nagar,1210.0,2.0,102.0,2
5832,Indira Nagar,1224.0,2.0,105.0,2
5833,Indira Nagar,2070.0,3.0,225.0,3
5834,Indira Nagar,500.0,1.0,70.0,1
5835,Indira Nagar,1400.0,2.0,168.0,2
5836,Indira Nagar,2400.0,4.0,525.0,4
5838,Indira Nagar,1145.0,2.0,100.0,2
5839,Indira Nagar,1470.0,2.0,170.0,2
5840,Indira Nagar,2700.0,3.0,324.0,3
5841,Indira Nagar,850.0,1.0,57.0,1
5842,Indira Nagar,3250.0,8.0,600.0,8
5843,Indira Nagar,2601.0,4.0,312.0,3
5844,Indira Nagar,1260.0,2.0,100.0,2
5845,Indira Nagar,1740.0,3.0,191.0,3
5846,Indira Nagar,1650.0,3.0,220.0,3
5849,Indira Nagar,1440.0,3.0,275.0,3
5850,Indira Nagar,1475.0,2.0,171.0,2
5851,Indira Nagar,3200.0,4.0,440.0,4
5852,Indira Nagar,4000.0,4.0,700.0,4
5853,Indira Nagar,850.0,1.0,60.0,1
5854,Indira Nagar,2400.0,4.0,405.0,4
5855,Indira Nagar,1800.0,5.0,350.0,5
5858,Indira Nagar,1650.0,3.0,200.0,3
5859,Indira Nagar,2800.0,4.0,365.0,4
5860,Indira Nagar,1260.0,2.0,120.0,2
5861,Indira Nagar,1149.0,2.0,130.0,2
5863,Indira Nagar,2400.0,6.0,475.0,6
5864,JP Nagar,1850.0,3.0,150.0,3
5865,JP Nagar,5520.0,2.0,375.0,5
5866,JP Nagar,1100.0,2.0,70.0,2
5867,JP Nagar,940.0,2.0,49.0,2
5869,JP Nagar,4624.5,4.0,314.5,4
5870,JP Nagar,1078.0,2.0,45.0,2
5871,JP Nagar,1050.0,1.0,44.0,1
5872,JP Nagar,1352.5,2.0,93.865,2
5873,JP Nagar,1200.0,2.0,62.0,2
5874,JP Nagar,1300.0,2.0,90.87,2
5875,JP Nagar,1315.0,2.0,85.4,3
5876,JP Nagar,1690.0,3.0,112.0,3
5881,JP Nagar,750.0,1.0,52.5,1
5882,JP Nagar,1200.0,2.0,78.0,2
5883,JP Nagar,1850.0,2.0,110.0,3
5884,JP Nagar,1100.0,2.0,45.0,2
5885,JP Nagar,1197.0,2.0,47.88,2
5886,JP Nagar,2700.0,4.0,160.0,7
5888,JP Nagar,820.0,2.0,45.0,2
5889,JP Nagar,1750.0,3.0,123.0,3
5890,JP Nagar,2195.0,2.0,152.0,3
5891,JP Nagar,3496.5,2.0,237.5,3
5895,JP Nagar,745.0,1.0,34.27,1
5896,JP Nagar,1800.0,6.0,68.0,6
5897,JP Nagar,1150.0,2.0,90.0,2
5899,JP Nagar,1960.0,3.0,138.0,3
5902,JP Nagar,1250.0,2.0,60.0,2
5903,JP Nagar,2400.0,3.0,196.0,3
5904,JP Nagar,1300.0,2.0,91.65,2
5905,JP Nagar,1107.0,2.0,57.0,2
5906,JP Nagar,1250.0,2.0,93.0,2
5907,JP Nagar,1500.0,2.0,108.0,3
5908,JP Nagar,1520.0,3.0,125.0,3
5909,JP Nagar,1405.0,2.0,99.0,2
5910,JP Nagar,1157.0,2.0,73.0,2
5912,JP Nagar,1048.0,2.0,44.0,2
5913,Jakkur,1417.0,2.0,75.0,2
5914,Jakkur,1590.0,2.0,125.0,3
5915,Jakkur,1279.0,2.0,77.0,2
5916,Jakkur,1710.0,3.0,107.0,3
5917,Jakkur,1396.0,2.0,86.51,3
5918,Jakkur,3467.86,6.0,249.0,4
5919,Jakkur,1865.0,3.0,124.0,3
5920,Jakkur,3181.0,2.0,260.5,4
5921,Jakkur,1760.0,3.0,139.0,3
5922,Jakkur,1290.0,2.0,100.0,2
5923,Jakkur,1452.19,2.0,100.0,2
5924,Jakkur,1798.0,3.0,120.0,3
5925,Jakkur,1300.0,2.0,85.0,2
5926,Jakkur,3181.0,4.0,260.5,4
5927,Jakkur,1950.0,3.0,131.0,3
5929,Jakkur,1230.0,2.0,76.0,2
5931,Jakkur,1290.0,2.0,80.0,2
5932,Jakkur,1760.0,3.0,110.0,3
5934,Jakkur,1483.0,2.0,98.0,2
5937,Jakkur,1650.0,3.0,111.0,3
5939,Jakkur,2423.0,4.0,160.0,3
5940,Jakkur,2197.0,3.0,136.0,3
5941,Jakkur,1125.0,2.0,65.0,2
5942,Jakkur,1230.0,2.0,79.0,2
5943,Jakkur,1202.0,2.0,79.0,2
5944,Jakkur,1858.0,3.0,123.0,3
5945,Jakkur,3181.0,2.0,229.0,4
5948,Jakkur,1785.0,3.0,130.0,3
5949,Jakkur,1080.0,2.0,60.0,2
5950,Jakkur,1260.0,2.0,71.195,2
5951,Jakkur,1816.0,3.0,119.0,3
5952,Jakkur,1424.0,2.0,80.0,2
5953,Jakkur,1290.0,2.0,85.0,2
5954,Jakkur,1300.0,2.0,80.0,2
5955,Jakkur,1290.0,2.0,80.04,2
5956,Jakkur,1282.0,2.0,72.0,2
5958,Jakkur,1660.0,3.0,104.0,3
5959,Jakkur,1291.0,2.0,75.0,2
5960,Jakkur,1473.0,2.0,85.0,2
5961,Jakkur,1660.0,3.0,104.0,3
5962,Jakkur,1950.0,3.0,131.0,3
5963,Jakkur,1432.0,2.0,85.0,2
5965,Jakkur,1710.0,3.0,110.0,3
5967,Jalahalli,2250.0,3.0,160.0,3
5968,Jalahalli,1694.0,2.0,125.0,2
5970,Jalahalli,1400.0,1.0,80.0,2
5971,Jalahalli,1045.0,2.0,76.77,2
5973,Jalahalli,2113.0,3.0,155.0,3
5974,Jalahalli,1932.0,4.0,135.0,3
5975,Jalahalli,1045.0,2.0,58.0,2
5976,Jalahalli,1200.0,4.0,90.0,4
5977,Jalahalli,1020.0,2.0,52.0,2
5978,Jalahalli,2384.0,4.0,165.0,3
5979,Jalahalli,790.0,2.0,49.5,2
